id_student,activity,week,day,clicks,event_kind,deadline,final_result,date_unregistration,timestamp,case_id
6516,homepage,-4,-23,16.0,vle,,Pass,,2013-12-09 00:00:00,6516
6516,oucontent,-4,-23,57.0,vle,,Pass,,2013-12-09 00:00:01,6516
6516,subpage,-4,-23,2.0,vle,,Pass,,2013-12-09 00:00:02,6516
6516,forumng,-4,-22,33.0,vle,,Pass,,2013-12-10 00:00:00,6516
6516,resource,-4,-22,2.0,vle,,Pass,,2013-12-10 00:00:01,6516
6516,forumng,-3,-20,13.0,vle,,Pass,,2013-12-12 00:00:00,6516
6516,homepage,-3,-20,14.0,vle,,Pass,,2013-12-12 00:00:01,6516
6516,oucontent,-3,-20,8.0,vle,,Pass,,2013-12-12 00:00:02,6516
6516,resource,-3,-20,7.0,vle,,Pass,,2013-12-12 00:00:03,6516
6516,subpage,-3,-20,4.0,vle,,Pass,,2013-12-12 00:00:04,6516
6516,url,-3,-17,2.0,vle,,Pass,,2013-12-15 00:00:00,6516
6516,forumng,-2,-12,1.0,vle,,Pass,,2013-12-20 00:00:00,6516
6516,homepage,-2,-12,1.0,vle,,Pass,,2013-12-20 00:00:01,6516
6516,forumng,-1,-6,17.0,vle,,Pass,,2013-12-26 00:00:00,6516
6516,homepage,-1,-6,26.0,vle,,Pass,,2013-12-26 00:00:01,6516
6516,oucontent,-1,-5,43.0,vle,,Pass,,2013-12-27 00:00:00,6516
6516,resource,-1,-5,2.0,vle,,Pass,,2013-12-27 00:00:01,6516
6516,subpage,-1,-5,6.0,vle,,Pass,,2013-12-27 00:00:02,6516
6516,url,-1,-2,2.0,vle,,Pass,,2013-12-30 00:00:00,6516
6516,forumng,0,0,60.0,vle,,Pass,,2014-01-01 00:00:00,6516
6516,homepage,0,0,38.0,vle,,Pass,,2014-01-01 00:00:01,6516
6516,oucontent,0,0,91.0,vle,,Pass,,2014-01-01 00:00:02,6516
6516,subpage,0,0,18.0,vle,,Pass,,2014-01-01 00:00:03,6516
6516,url,0,0,18.0,vle,,Pass,,2014-01-01 00:00:04,6516
6516,resource,0,3,4.0,vle,,Pass,,2014-01-04 00:00:00,6516
6516,homepage,1,9,11.0,vle,,Pass,,2014-01-10 00:00:00,6516
6516,subpage,1,9,4.0,vle,,Pass,,2014-01-10 00:00:01,6516
6516,url,1,9,5.0,vle,,Pass,,2014-01-10 00:00:02,6516
6516,forumng,1,10,22.0,vle,,Pass,,2014-01-11 00:00:00,6516
6516,forumng,2,14,12.0,vle,,Pass,,2014-01-15 00:00:00,6516
6516,homepage,2,14,14.0,vle,,Pass,,2014-01-15 00:00:01,6516
6516,oucontent,2,14,46.0,vle,,Pass,,2014-01-15 00:00:02,6516
6516,subpage,2,15,3.0,vle,,Pass,,2014-01-16 00:00:00,6516
6516,url,2,15,4.0,vle,,Pass,,2014-01-16 00:00:01,6516
6516,submit_TMA1,2,17,,submission,19.0,Pass,,2014-01-18 00:00:00,6516
6516,forumng,3,22,6.0,vle,,Pass,,2014-01-23 00:00:00,6516
6516,homepage,3,22,9.0,vle,,Pass,,2014-01-23 00:00:01,6516
6516,oucontent,3,22,177.0,vle,,Pass,,2014-01-23 00:00:02,6516
6516,subpage,3,26,1.0,vle,,Pass,,2014-01-27 00:00:00,6516
6516,forumng,4,28,20.0,vle,,Pass,,2014-01-29 00:00:00,6516
6516,homepage,4,28,11.0,vle,,Pass,,2014-01-29 00:00:01,6516
6516,oucontent,4,28,31.0,vle,,Pass,,2014-01-29 00:00:02,6516
6516,dataplus,4,34,7.0,vle,,Pass,,2014-02-04 00:00:00,6516
6516,forumng,5,35,9.0,vle,,Pass,,2014-02-05 00:00:00,6516
6516,homepage,5,35,11.0,vle,,Pass,,2014-02-05 00:00:01,6516
6516,oucontent,5,35,1.0,vle,,Pass,,2014-02-05 00:00:02,6516
6516,subpage,5,35,6.0,vle,,Pass,,2014-02-05 00:00:03,6516
6516,url,5,35,7.0,vle,,Pass,,2014-02-05 00:00:04,6516
6516,forumng,6,43,3.0,vle,,Pass,,2014-02-13 00:00:00,6516
6516,homepage,6,43,2.0,vle,,Pass,,2014-02-13 00:00:01,6516
6516,subpage,6,43,2.0,vle,,Pass,,2014-02-13 00:00:02,6516
6516,url,6,43,3.0,vle,,Pass,,2014-02-13 00:00:03,6516
6516,forumng,7,49,31.0,vle,,Pass,,2014-02-19 00:00:00,6516
6516,homepage,7,49,16.0,vle,,Pass,,2014-02-19 00:00:01,6516
6516,oucontent,7,49,46.0,vle,,Pass,,2014-02-19 00:00:02,6516
6516,submit_TMA2,7,51,,submission,54.0,Pass,,2014-02-21 00:00:00,6516
6516,forumng,8,56,12.0,vle,,Pass,,2014-02-26 00:00:00,6516
6516,homepage,8,56,14.0,vle,,Pass,,2014-02-26 00:00:01,6516
6516,oucontent,8,59,31.0,vle,,Pass,,2014-03-01 00:00:00,6516
6516,forumng,9,63,25.0,vle,,Pass,,2014-03-05 00:00:00,6516
6516,homepage,9,63,14.0,vle,,Pass,,2014-03-05 00:00:01,6516
6516,oucontent,9,67,19.0,vle,,Pass,,2014-03-09 00:00:00,6516
6516,subpage,9,67,1.0,vle,,Pass,,2014-03-09 00:00:01,6516
6516,url,9,67,2.0,vle,,Pass,,2014-03-09 00:00:02,6516
6516,forumng,10,71,15.0,vle,,Pass,,2014-03-13 00:00:00,6516
6516,homepage,10,71,15.0,vle,,Pass,,2014-03-13 00:00:01,6516
